text,label,word_count,char_count
Ten U.S. refineries emitted excessive cancer causing benzene in 2019  report,2,12,76
"Tender and full of flavour, the guinea fowl in this recipe is the stuff of dreams HTTPS_URL",2,17,105
"Tennis legend user s financial advice for athletes? Be conservative.  I dream big, but yet we play it safe  HTTPS_URL",2,22,140
Terms of Trade  Let the trade winds of clarity blow  via user  HTTPS_URL,2,16,90
Terms of Trade  Let the trade winds of clarity blow HTTPS_URL,2,12,75
Terrible call against Cowboys bails out Patriots...never fails In NE,2,10,68
Terror Strike Averted With Arrest Of Three With Improvised Explosive Devices In Assam  Delhi Police,2,16,100
Thai Minister Sorry For Saying Tourists Not Wearing Masks Should Be  Kicked Out,2,14,80
Thanks for the Dance is a chance to hear Leonard Cohen s voice once more HTTPS_URL,2,16,96
Thanks to user for making my book today s special!,2,10,60
"Thanksgiving in its early form carried much of the moral savour of the Protestant calendar, which replaced saints d  HTTPS_URL",2,21,140
That s all folks HTTPS_URL,2,5,40
"That s 42,000 BBG terminals for 1 year",2,8,38
"That s a wrap folks. Friday, last week of Jan and the month are in the can.",2,17,75
The  3bn hole in the Tory manifesto HTTPS_URL,2,9,59
The 1 Financial Product That Could Spell the Difference Between Retirement Readiness or Not,2,14,91
The 10 Most Surprising Health Complications From the Flu,2,9,56
The 10 Top Selling Marijuana States in 2019,2,8,43
The 15 cities with the most billionaires,2,7,40
The 19 Dishes You Should Have Eaten in 2019,2,9,43
"The 1960s sexual revolution may have played a role in the cancer s rise, a researcher said.  HTTPS_URL",2,19,116
"The 1960s sexual revolution may have played a role in the cancer s rise, a researcher said.  HTTPS_URL",2,19,116
The 2 Things You Have to Do to Retire by 50,2,11,43
The 3 Biggest Risks of Taking Out a Personal Loan,2,10,49
The 3rd HK Store of  A Happy Pancake  Finally Opens!! HTTPS_URL HTTPS_URL,2,14,101
The 5 Best States to Retire in 2020,2,8,35
"The 8 steps I took to make my first million, according to a millennial millionaire. HTTPS_URL",2,16,107
"The author of this opinion piece retired at age 44, so you should probably listen to him. 
HTTPS_URL",2,18,114
"The author of this opinion piece retired at age 44, so you should probably listen to him. 
HTTPS_URL",2,18,114
"The auto industry may have been lulled into a  false sense of security  when it comes to tariffs, warns one analyst HTTPS_URL",2,24,139
The best and worst airlines and airports of 2019 HTTPS_URL HTTPS_URL,2,11,96
The Best Books of 2019,2,5,22
The best business books we read in 2019,2,8,39
The Best CEFs To Buy For 10  Yields In 2020,2,11,43
The Best Cities for Frequent Flyers   2019 Edition,2,10,50
The Best Company to Work for in Every State,2,9,43
"The Best Printer   Shredder Black Friday 2019 Deals  HP, Canon Laser, 3D, Color   Wireless Printer Sales Listed by Deal Tomato",2,25,126
The Best Managed Companies of 2019    and How  2   economy  MarketScreener HTTPS_URL HTTPS_URL,2,20,122
The Best Managed Companies of 2019    and How  2   economy  MarketScreener HTTPS_URL HTTPS_URL,2,20,122
The Best Performing CEFs YTD   November 2019. Get more info on Seeking Alpha  HTTPS_URL  markets  business  trading,2,23,129
The Biggest Threat to Space Commerce Is the Sun,2,9,47
The billionaire candidate said employees at his news organization  just have to learn to live with some things  whe  HTTPS_URL,2,23,140
The billionaire who controls luxury goods giant Richemont is considering selling stakes in two South African fiber  HTTPS_URL,2,19,139
"The buyer knows that bananas go bad in a week, right? HTTPS_URL",2,12,77
The Catch 22 in a $50 Billion 5G Airwaves Fight,2,10,47
The Center of the U.S. Economy Is in Rural Missouri,2,10,51
The Climate Obsessed Have a New Favorite Website,2,8,48
The collapse of a highway viaduct in northwestern Italy has underscored the country s failure to come to grips with  HTTPS_URL,2,22,140
The Credit Ratings Business May Never Get Fixed,2,8,47
The Crypto Daily   Movers and Shakers  15 12 19,2,12,47
"The Daily Biotech Pulse  Assertio To Sell Opioid Pain Drug, Milestone Payment For Aduro, Myriad Genetics CEO Resigns",2,19,116
"The El Paso, Texas Walmart where 22 people were killed has finally reopened  ElPasoStrong HTTPS_URL",2,16,113
The equity rally that s built on hopes for a growth rebound won t last as the U.S. economy is heading for a  mild r  HTTPS_URL,2,28,140
The farewell is intentionally muted HTTPS_URL,2,6,59
The fate of these missing twin sisters may finally be revealed. The Disappearance of  TheMillbrookTwins premieres T  HTTPS_URL,2,20,140
The first big check user ever received actually bounced.  flushed_face  HTTPS_URL  via user  HTTPS_URL,2,18,128
"The first solar high heat  oven  can reach up to 1,500 degrees Celsius. HTTPS_URL",2,16,95
"The FJ Cruiser was not as popular as it is now when it was first released. So, where s all the hype coming from, an  HTTPS_URL",2,27,140
The FRED Blog maps economic uncertainty around the globe from seemingly rock steady in Morocco and Mongolia to shak  HTTPS_URL,2,21,140
"The FRED Blog studies a housing puzzle  When interest rates are high, homebuyers tend to build their own homes  whe  HTTPS_URL",2,24,140
The Gifts Gen Z is looking for this Holiday Season,2,10,50
The Greatest Swindle In American History... And How They ll Try It Again Soon HTTPS_URL,2,15,101
The Growth of Private Debt markets,2,6,34
The holiday season will showcase the best and worst of the U.S. economy HTTPS_URL,2,14,95
The Hummingbird Project is a pretty good.,2,7,41
The Impending End Of A Mania HTTPS_URL,2,7,52
The IRS has raised the limits for how much you can put away in your retirement accounts in 2020. Here s how much yo  HTTPS_URL,2,26,140
The Jitters Are Back  Everything Is Turning Down Again... Except Stocks HTTPS_URL,2,13,95
The key  focus on long term capital gains and or qualified dividends. HTTPS_URL,2,14,93
The Lasting Toll of a Deadly Virus,2,7,34
The latest online induced panic shows how viral Facebook posts can stoke paranoia and make people believe that spot  HTTPS_URL,2,21,140
The legacy and lessons of Paul Volcker HTTPS_URL,2,8,62
"The longer you wait to save, the more it will cost you in the long run. Here s how much you need to start saving ri  HTTPS_URL",2,28,140
The Malaysian state of Penang is winning from global investors  search for safe havens amid the U.S. China trade te  HTTPS_URL,2,23,140
The manager of some of the largest investment funds in Canada is favoring European and Asian stocks over North Amer  HTTPS_URL,2,22,140
"The mid engine 2020 Chevrolet Corvette isn t even in full production yet, but it has already been named MotorTrend   HTTPS_URL",2,23,140
The moment the windows get smashed on Tesla s new cybertruck HTTPS_URL HTTPS_URL,2,13,108
The Most Innovative Jobs In The U.S. Are Clustering In A Handful of Cities HTTPS_URL,2,15,98
The Most Popular Characters in  Sesame Street s  History,2,11,56
The mother of an Israeli woman imprisoned in Russia on drug smuggling charges has asked Vladimir Putin to pardon her HTTPS_URL,2,21,140
The myth among New York s highest earners is that being in Florida for 183 days is enough to get you out of the cit  HTTPS_URL,2,27,140
The Nasdaq Could Be In Trouble Before 2019 Is Out. Read more and sign up for updates  HTTPS_URL HTTPS_URL,2,20,134
"The NBA is mulling big changes, including a mid year tournament HTTPS_URL",2,12,87
The new normal  Cyber Monday is exciting deal hungry shoppers more than Black Friday this holiday season. HTTPS_URL,2,19,129
"The New York Daily News, citing the Health Department, is now reporting there is no confirmed case of coronavirus i... HTTPS_URL",2,21,142
The next big trend in technology will be smart glasses we wear everywhere. HTTPS_URL HTTPS_URL,2,15,122
The No. 1 thing people with fat savings accounts scrimp on that you likely don t HTTPS_URL,2,17,104
The number of 401 k  millionaires is rising   but there s a catch. Some baby boomers are taking big risks.   The Washington Post,2,28,128
The number of new coronavirus cases in Indonesia surges by more than 200 for second consecutive day HTTPS_URL,2,18,123
The owners of the New York Mets are in talks to sell up to an 80  stake of the Major League Baseball team to billio  HTTPS_URL,2,28,140
The Peak Oil Plateau Is Close. Get more updates here  HTTPS_URL  stockmarket  markets  stocks,2,18,107
"The people, not governments, should exercise digital sovereignty HTTPS_URL",2,9,88
The Places With China Travel Restrictions Due to Coronavirus Outbreak,2,10,69
The process of looking for a therapist is exhausting. Here s how the tech industry is trying to make the process ea  HTTPS_URL,2,24,140
The race is on to 3D print fake meat steaks HTTPS_URL via user,2,13,75
The reason why most traders fail is simple  Would you get into a formula 1 race car and expect to compete with the  HTTPS_URL,2,26,139
The Retiree s Dividend Portfolio   Jane s October Update  Taking Advantage Of Zero Cost Trading. Follow this and an  HTTPS_URL,2,24,140
The richest get half the pie... HTTPS_URL OPINION,2,8,63
The risk to one of Wall Street s richest businesses HTTPS_URL,2,11,75
The rules governing the use of steel and aluminum in cars have emerged as the latest obstacle to completing a revis  HTTPS_URL,2,23,140
The Russian cybercriminal group  Evil Corp.  allegedly stole more than $100 million from banks using malicious soft  HTTPS_URL,2,21,140
The second mouse gets the cheese user HTTPS_URL,2,8,72
The second pension related U.K. university strike in two years will affect more than a million students HTTPS_URL,2,18,127
The SECURE Act is meant to aid Americans  ability to save for  retirement. What about access to savings for financi  HTTPS_URL,2,24,140
"The smog in Sydney is forcing offices to evacuate, as it s rated 11x worse than the  hazardous  level.  HTTPS_URL",2,23,127
"The story today that we are sending 12,000 troops to Saudi Arabia is false or, to put it more accurately, Fake News!",2,22,116
The Strange Thing About Trump s Anti Semitism Order,2,8,51
"The Supreme Court rejected a new trial for Adnan Syed, whose case was made famous by the hit podcast  Serial   HTTPS_URL",2,24,134
The trajectory of mortgage rates will largely dictate whether the good times keep rolling for the housing market in  HTTPS_URL,2,21,140
The U.K. reports a decline in the number of coronavirus related deaths for the second day in a row HTTPS_URL,2,20,122
The U.S. has crazy low taxes and this is why  via user  HTTPS_URL,2,15,84
The U.S. Is Firing Blanks Against a New Iranian Threat,2,10,54
The U.S. Navy sailor who fatally shot two people at Pearl Harbor before killing himself was unhappy with his comman  HTTPS_URL,2,22,140
The U.S. Trustee overseeing bankrupt mortgage servicer Ditech says one law firm overbilled for work on the case by  HTTPS_URL,2,21,139
The US economy just gave Trump leverage HTTPS_URL by user HTTPS_URL,2,11,104
"The warming climate is turning baby sea turtles into nearly all girls  female_sign  turtle 

Sea turtle eggs that incubate in sand hi  HTTPS_URL",2,26,140
The way to have a difficult money conversation with a family member is to just start talking  investinyou  In partn  HTTPS_URL,2,24,140
"The Week Ahead In Biotech  Avadel, Epizyme In Focus In A Quiet Week",2,14,67
The Week Ahead  Original  Star Wars  saga wraps this week,2,13,57
"The West is failing to meet China s state driven push for greater global influence, ex U.S. trade chief says HTTPS_URL",2,21,132
"The Wolf of Wall Street  photo, with the real Jordan Belfort, sells for $200,000 HTTPS_URL",2,16,105
"The World Athletics track and field governing body issued its new competition guidelines for shoe apparel, and the... HTTPS_URL",2,19,142
The World Has Gone Bananas HTTPS_URL,2,6,50
The world s 100 richest people gained more than half a trillion dollars this year HTTPS_URL,2,16,105
"The world s first commercial mobile phone cost $10,000 in today s money and weighed about half as much as a 13 inch  HTTPS_URL",2,25,140
The world s most watched YouTube channel is from India. This is user HTTPS_URL,2,14,96
"The world s tallest atrium just opened in China. At 636 feet with four skybridges, it rises between the building s  HTTPS_URL",2,23,139
"The world s two richest people, Jeff Bezos and Bill Gates, could soon find themselves worth less than Bernard Arnau  HTTPS_URL",2,22,140
"Themes driving sentiment toward the U.S. stock market this year 

1. the economy

2. the Federal Reserve

3. the U.  HTTPS_URL",2,20,140
"There are 4 main paths to becoming a millionaire and this one is the easiest, says money expert.  via user  HTTPS_URL",2,23,138
There are enough options in the world of all things alcoholic to find a gift to suit every sipper on your list. HTTPS_URL,2,23,135
"There is more to Europe than the EU.  On  BrexitDay Louis de Berni  res, author of Captain Corelli s Mandolin, offe  HTTPS_URL",2,26,141
"There is more to Europe than the EU.  On  BrexitDay Louis de Berni  res, author of Captain Corelli s Mandolin, offe    HTTPS_URL",2,28,143
There s a run on surgical masks despite no data  showing they prevent coronavirus HTTPS_URL by... HTTPS_URL,2,18,135
These 2020 cars and trucks are the most likely to hold their value on the used market,2,17,85
These 5 rules helped make this guy rich by 35. HTTPS_URL,2,11,70
These are the best business schools in Canada HTTPS_URL,2,9,69
These are the biggest challenges facing the global economy HTTPS_URL,2,10,82
These are the top 10 best places to retire. HTTPS_URL,2,10,67
These People Own the Most Land in America,2,8,41
"They re buying a list, they re checking it twice.. HTTPS_URL",2,11,74
Thieves made off with jewelry and artifacts worth a reported $1.1 billion after an early morning burglary at a Germ  HTTPS_URL,2,22,140
Thieves steal 18th century jewellery in Dresden museum heist HTTPS_URL,2,10,84
"Think BIG, then think BIGGER.",2,5,29
"Think changing your password often will keep you safe? Think again.

Bloomberg reporter user explains som  HTTPS_URL",2,17,140
This  CNBCClassic comp reel from the 1990s features the late CNBC Anchor Mark Haines. Mark was part of CNBC for 22  HTTPS_URL,2,24,139
This 1 Common Thing Could Devastate Your Finances,2,8,49
This 10.3  Dividend Loves A Pullback,2,7,36
"This 24 year old is earning $230,000 a year here are the 3 steps he s taking to become a millionaire by 30.  via  HTTPS_URL",2,27,137
"This 99 year old woman is the world s oldest beauty adviser.

Kikue Fukuhara is helping Japan s billion dollar beau  HTTPS_URL",2,22,140
This Biotech Deal Is a $10 Billion Leap of Faith,2,10,48
This cat walks around with bionic legs,2,7,38
This couple ditched making more than $200K working at hedge funds to go sail the high seas. HTTPS_URL,2,18,115
This floating robotic factory is using 3D printing to colonize space. HTTPS_URL HTTPS_URL,2,13,117
This former top Obama official says one silver bullet would raise $500 billion in personal income tax HTTPS_URL,2,18,125
This immersive art installation simulates air pollution in major cities. Would you enter a Pollution Pod?  COP25 HTTPS_URL,2,19,136
This is billionaire Jeff Bezos  daily routine and how it sets him up for success. HTTPS_URL,2,17,105
"This is the best answer I ever received to the question,  Tell me about yourself.   via user  HTTPS_URL",2,22,124
This is the largest ever deal in the luxury sector HTTPS_URL,2,11,74
This is the left s plan to slip vote swaying news into your Facebook feed HTTPS_URL via user,2,18,105
This is the real story behind the Do Nothing Democrats!,2,10,55
This Is the Unhealthiest State in America,2,7,41
This is the world s first 3D printed village HTTPS_URL,2,10,68
This Is the Worst Way to Afford the Holidays,2,9,44
"This is what distracted driving looks like in LA and New York.

New data shows drivers are distracted around 20  of  HTTPS_URL",2,23,140
This Is What It Takes to Be in the 1  Around the World,2,14,54
This is what it s like to run a 112 kilometer trail over South Korea s tallest mountain. HTTPS_URL HTTPS_URL,2,20,136
This is what purchasing managers are saying about the economic outlook around the world HTTPS_URL HTTPS_URL,2,16,135
This is where  America s Top Giver  Warren Buffett donated $3.4 billion last year. HTTPS_URL,2,17,106
This Japanese hotel will give you a room for less than $1 per night if you agree to livestream your stay HTTPS_URL,2,22,128
This Japanese longevity expert lived to 105 and generally ate the same thing every day.  via user  HTTPS_URL,2,20,129
This lifelike iPhone skin will respond to your touch  HTTPS_URL,2,11,77
This Might Be A Short Term Top  Technically Speaking For The Week Of November 18 22 . Continue reading   HTTPS_URL,2,23,128
This Pig Farmer Is The World s Fastest Rising Billionaire,2,10,57
This robot helps people with disabilities avoid loneliness and isolation by allowing them to experience the outside  HTTPS_URL,2,19,140
"This robot picks a pepper in 24 seconds using a tiny saw, and could help combat a farm labor shortage.  HTTPS_URL",2,22,127
This Search Engine Is Planting Trees Every Time You Browse,2,9,58
"This small autonomous boat can be 3D printed in less than 3 days, and could be used to taxi people and deliver good  HTTPS_URL",2,25,140
This Underdog Could Soon Become The World s Largest Oil Producer,2,11,64
This woman has been hunting for treasures and stories in London s River Thames for over 15 years. Here are the most  HTTPS_URL,2,24,140
This ZIP code is home to more millennial millionaires than any other  HTTPS_URL,2,14,93
Three breakfast reads,2,3,21
Three dead in shooting at Oklahoma Walmart  RPT,2,9,47
Three keys to avoiding new debt with a new baby  investinyou  In partnership with user.  HTTPS_URL,2,19,115
Three killed and several wounded in Walmart shooting in Oklahoma,2,10,64
Three Things You Should Check Before Buying KBC Ancora SCA  EBR KBCA  For Its Dividend,2,17,86
Thriving in a trade war  Japan s Murata finds a way HTTPS_URL,2,13,75
"Tickets for Obama fundraiser in Silicon Valley cost up to $355,000 HTTPS_URL via user HTTPS_URL",2,15,131
Ticking Time Bomb  Is This Powell s  Subprime Is Contained  Moment? HTTPS_URL,2,15,91
"Tim Berners Lee, the inventor of the world wide web, has warned of a  digital dystopia  if the world fails to tackl  HTTPS_URL",2,26,140
Time to reconsider?,2,3,19
"Tiru Coffee Launches with Black Friday Specials, Giving Everyone the Opportunity to Experience Coffee from its Original Source",2,18,126
To Roth or not to Roth? That is the question. user s user breaks down your retirement savings opti  HTTPS_URL,2,21,140
"To save Venice after its latest flood, you can adopt a very specific piece of it HTTPS_URL",2,17,104
Today and tomorrow room is open for all! HTTPS_URL Click link to join into VIP. HTTPS_URL,2,16,117
"Today is  BrexitDay   so now what?

Here are your most Googled questions about Brexit, answered by user HTTPS_URL",2,20,139
"Today, we launched a public platform to improve transparency in the market for green, social and sustainability bon  HTTPS_URL",2,20,140
"TODAY  Don t miss our first Healthy Communities event, bringing together health, housing and community development  HTTPS_URL",2,19,139
TODAY  The U.K. is officially leaving the EU after 47 years in the bloc  BrexitDay HTTPS_URL,2,18,106
"Today s Free Feature  Strategy Meeting Key Points  Bullish Close to 2019 But Risks Remain STOCK, STOCK, STOCK, STOCK,  HTTPS_URL",2,23,140
Tokyo s 2020 Olympic Stadium,2,5,28
Tokyo s Haneda airport is the fifth busiest airport in the world. But it delivered more than 85  of its flights on  HTTPS_URL,2,25,139
Tom Brady is struggling   is it time for him to revisit that Wall Street gig? HTTPS_URL,2,18,101
"Tonight s business headlines   black_small_square  US markets close higher, but post weekly losses  black_small_square  Tesla shares down after unveilin  HTTPS_URL",2,26,139
Top 5 credit cards for 2020,2,6,27
Top 5 Things to Know in the Market on Thursday,2,10,46
Top Executive Calls on Government to Help Hong Kong Hotels,2,10,58
Top Facebook VP launches charity to find a cure for her currently incurable cancer HTTPS_URL by  HTTPS_URL,2,18,134
"Top Google Pixel 3, 4, 4 XL Black Friday Deals 2019  All The Best Pixel Savings Rated by Consumer Walk",2,21,102
"Top Instant Pot Black Friday Deals 2019  Instant Pot Ultra, DUO   LUX Multi Cooker Savings Rated by Consumer Articles",2,22,117
Top Momentum Set ups for tomorrow  STOCK STOCK STOCK STOCK STOCK  1. What is swing trading? 2. The short term edge ac  HTTPS_URL,2,26,140
Top Turkey Bankers Say They Were Fired on Regulators  Orders,2,11,60
Top Turkish Bankers Say They Were Fired on Orders of Regulators,2,11,63
Total   R sultats du quatri me trimestre et de l ann e 2019,2,15,59
Tracking Jeffrey Ubben s ValueAct Portfolio   Q3 2019 Update. Subscribe to Seeking Alpha for more   HTTPS_URL,2,20,123
Trade Talk Euphoria Dominates But The Hong Kong Bill And Huawei Threaten To Upset The Apple Cart,2,17,96
"Trade update, Toll Brothers earnings, impeachment watch  3 things to watch in the markets on Monday HTTPS_URL",2,18,123
Transportation is  broken    head of GM s driverless car unit HTTPS_URL,2,15,85
Trump Campaign Aide Gates Gets Jail Time in Mueller Case,2,10,56
Trump s Bi Lat Trade Strategy Failed With China Deal  Podcast,2,12,62
Trump s Bi Lat Trade Strategy Leads To China Deal Fail  Radio,2,13,62
Tuesday s economic calendar,2,4,27
"Turn to the beaches of the Southeast, according to user.
HTTPS_URL",2,10,86
Turn Valentine s Day Into a Romantic Weekend at One of These Lovely Hotels,2,14,74
Turning 65 in 2020? 3 Things You Need to Know,2,10,45
U.K. in Final Stages of Choosing Next Bank of England Governor,2,11,62
"U.S. Anti Tax Sentiment Linked To History Of Slavery, Economists Argue In Book",2,13,78
U.S. FAA must boost oversight to address Allegiant Air maintenance issues  audit,2,13,80
"U.S. Payrolls, German Recession Risk, BOE s Mystery  Eco Day",2,11,60
U.S. Treasury lifts Iran sanctions on Dalian unit of Chinese shipper COSCO  economy  MarketScreener... HTTPS_URL,2,17,126
"U.S. Working  Closely  With China on Virus Response, Trump Says",2,12,63
Uefa explores move into Champions League streaming HTTPS_URL,2,8,74
UK film and television are jewels in the crown HTTPS_URL,2,10,70
UK government admits Covid 19 antibody tests don t work HTTPS_URL,2,11,79
Ukraine s Zelensky stands firm in first encounter with Putin over Crimea HTTPS_URL,2,13,96
Ultra Short Obligation Funds Wrap Up Their Third Consecutive Year Of Impressive Net Inflows. Follow this and any ot  HTTPS_URL,2,21,140
UNESCO United Nations Educational Scientific an   Launch of the 2019 SDG 4 Data Digest  UNESCO  economy  HTTPS_URL,2,22,128
"Unlock our LIVE  market  analysis, exclusive  investingideas,  earnings coverage and more. Test drive Briefing In P  HTTPS_URL",2,22,140
Up to 88  of Hong Kong s 7.4 million residents have been exposed to tear gas fired at protesters by police HTTPS_URL,2,23,130
UPDATE 10 Besieged Hong Kong campus protesters seek escape routes,2,10,65
UPDATE 1 Company logos vanish from Prince Andrew s website as sex scandal grows,2,14,79
UPDATE 1 Proposed standards for mining waste dams draw concerns from industry trade group,2,14,89
"UPDATE 1 Thyssenkrupp, Kone discuss multi billion euro break up fee   sources",2,14,77
UPDATE  user says no Coronavirus in NYC,2,8,50
"UPDATE  The death toll from the global  coronavirus outbreak has risen to 805, passing the SARS death toll in two m  HTTPS_URL",2,24,140
"Upper class individuals are less likely to focus on people, and more likely to dwell on  things,  researchers found  HTTPS_URL",2,23,140
US asset manager puts pressure on Japan s TBS to offload assets HTTPS_URL,2,13,87
US Crypto Firms Will Soon Have Another Banking Option,2,9,53
US Forces Attack Boats Caught Smuggling Oil To Syrian Government HTTPS_URL,2,9,88
Vail Resorts missing snow in early part of season,2,9,49
VC Firms  Next Step After Hiring a Woman  Hiring a Second Woman,2,13,63
Venezuela s Opposition Should Go Back to the Future,2,9,51
ViacomCBS rang the opening bell at the Nasdaq this morning after CBS and Viacom completed their merger yesterday. HTTPS_URL,2,19,137
Video of Serena Williams   Olympia Dancing to Pampers   Wild Child Wiggle  Available on Business Wire s Website,2,22,111
Video conference app Zoom is a rare winner in Hong Kong protests HTTPS_URL,2,13,88
Virus Fallout Lays Bare Vulnerability of Persian Gulf Assets,2,9,60
Virus Forces Nomura to Rethink Bets on Low Yield Currencies,2,10,59
"Viveve Medical   MSP Narcotics Task Force Arrests Two, Seizes Nearly 3 Kilos Cocaine in South Shore Operation  HTTPS_URL",2,21,134
Wall Street Breakfast  What Moved Markets This Week. Get more updates here  HTTPS_URL  economy  stocks  stockmarket,2,21,129
"Wall Street strategist is skeptical of Russia Saudi  dance,  says investors should wait HTTPS_URL",2,16,111
Wall Street Weekahead  Conditions may be set for Santa Claus rally HTTPS_URL HTTPS_URL,2,14,114
Want to Be Student Loan Free in 2020? Do These 5 Things,2,12,55
Want to Do Better at Work? This 1 Thing Might Really Help.,2,12,58
Want to increase your net worth? Start by reading these books. HTTPS_URL,2,12,86
Want to see holograms overlayed on the world around you? Microsoft has made its augmented reality device   HoloLens  HTTPS_URL,2,22,140
Warehouses in Canada are piled high with enough marijuana to cover two and a half years of demand after cannabis pr  HTTPS_URL,2,23,140
Warren Buffett Lunch Turns Into Dinner for Crypto Faithful,2,9,58
Warren Calls Out Blackstone for  Shameless  Profits From Housing,2,11,64
"Warren s Wealth Tax Would Raise Up to $2.7 Trillion Over 10 Years, but Less Than She Projects  Report",2,20,101
WATCH    We did not initiate this trade war and this is not something we want   Chinese President Xi Jinping says h  HTTPS_URL,2,28,140
WATCH    We want to work for a  phase one  agreement on the basis of mutual respect and equality   Chinese Presiden  HTTPS_URL,2,29,140
WATCH   President Xi Jinping says China wants to work out an initial trade pact with the U.S. His comments sent glo  HTTPS_URL,2,25,140
Watch an energy focused  NYSESlice interview with user From their beginnings in 1787 to their goals in  HTTPS_URL,2,20,138
Watch what happens when a small drone hits a plane at 238 miles per hour. HTTPS_URL,2,16,97
WATCH  A crane pulls debris from the shoreline of Scardovari as northeastern Italy recovers from severe flooding HTTPS_URL,2,19,136
"WATCH  New York City Mayor Bill de Blasio holds a news conference on the coronavirus outbreak, which has infected t  HTTPS_URL",2,23,140
WATCH  News conference is held in Washington to introduce the turkeys that will receive a presidential pardon HTTPS_URL,2,19,133
WATCH  Protesters took to the streets of Rome demanding the Italian government take action to stop violence against  HTTPS_URL,2,21,140
Watch  World Health Organization updates on coronavirus outbreak HTTPS_URL,2,9,88
Watchdog Questions $6.7 Billion in Medicare Payments,2,7,52
We asked FT readers about New York s best spots for a morning meeting. Here s what you told us  HTTPS_URL,2,22,119
We asked FT readers to share their favourite books published in 2019 and you pointed us towards user  HTTPS_URL,2,20,134
We asked people Elon Musk s favorite interview question and only 1 could guess the answer correctly. Can you?  HTTPS_URL,2,21,134
We can learn from others  mistakes and simplify the federal tax code to slow the growth in income inequality and im  HTTPS_URL,2,24,140
We had a number of scholars here presenting new research at our  Workshop on Expectations Surveys.  This emerging f  HTTPS_URL,2,23,140
We have a number of scholars here presenting new research at our  Workshop on Expectations Surveys.  This emerging  HTTPS_URL,2,22,139
We Shouldn t Strip U.S. Terrorists of Citizenship,2,8,49
We sit down with legendary five time Grammy award winning artist user moments before her performance at  HTTPS_URL,2,19,139
We want your story. Click here for a secure link to Bloomberg reporters HTTPS_URL HTTPS_URL,2,15,119
We ve made our daily UK election live updates free to read so everyone   not only FT subscribers   can keep up with  HTTPS_URL,2,28,140
Web inventor has an ambitious plan to take back the net HTTPS_URL HTTPS_URL,2,13,103
Wednesday s economic calendar,2,4,29
"Weekend reads  Earn $100,000 a year and pay no federal income tax HTTPS_URL",2,14,89
"Welcome back, Wall Street! user and user are breaking down all the latest on the markets and the  HTTPS_URL",2,20,139
Western democracies are struggling to balance the geopolitical challenge of China with their need for 5G technology  HTTPS_URL,2,19,140
Western Union und italienisches Unternehmen Postepay erm glichen grenz bergreifende Zahlungen,2,11,93
WeWork s escape plan is buried in the books at its Tokyo office HTTPS_URL,2,14,87
"What are the biggest economic or political risks in 2020? Former U.S. Economic Adviser Gary Cohn, Gro Intelligence  HTTPS_URL",2,20,139
What are the biggest money mistakes you ve made? We asked our coworkers   Here s what they said.  CNBCMoneyMistakes  HTTPS_URL,2,24,140
What are you paying in your state and how does it stack up?  HTTPS_URL,2,15,84
What can be done to improve  GenderEquality around the world? Watch user s conversation w  user     HTTPS_URL,2,23,139
What career advice would you give to your younger self? We asked CEOs and other leaders at  neweconforum  HTTPS_URL,2,21,129
What changed for D Street while you were sleeping   Economic Times,2,13,66
What do you do if the lottery makes you an instant millionaire? Step 1  don t tell anyone. HTTPS_URL,2,20,114
What does a Bridget Riley painting sound like? HTTPS_URL,2,9,70
What happened in the world economy this week   in charts  via user   user  HTTPS_URL HTTPS_URL,2,21,140
What India s Top Three Mutual Funds Bought and Sold in November,2,12,63
What is a cyclical stock? A defensive one? Here s the answer  HTTPS_URL,2,14,85
What is a Litecoin halving?,2,5,27
What kind of an animal is this?,2,7,31
What Matters For  Newly Christened Macro Bulls . Follow this and any other stock on Seeking Alpha!  HTTPS_URL,2,20,123
"What the Disney   hack  should teach you about your own security
HTTPS_URL by user HTTPS_URL",2,17,129
What to Do If You re One of the 7.5 Million Seniors Who Can t Afford Prescriptions,2,17,82
What to watch in the markets  Week of December 16,2,11,49
"What to watch today  Dow to rise, merger Monday s big deals and Bloomberg enters 2020 race HTTPS_URL",2,19,114
What s Better Than a Valentine Card? A Valentine Biscuit!,2,10,57
What s happening to Uber in London isn t just a local challenge. It s a test of how it can do business anywhere out  HTTPS_URL,2,27,140
What s missing from your Thanksgiving table? A cranberry flavored beer HTTPS_URL,2,12,94
"What s a country s most valuable resource? user says it s you, dear reader HTTPS_URL via user",2,18,119
What s driving Asia markets right now HTTPS_URL,2,8,61
"What s in the black box?

Two recent incidents are exposing biases in decision making algorithms used by finance an  HTTPS_URL",2,21,140
What s on kids  wish lists? Here are 12 of the hottest toys for the holidays HTTPS_URL,2,18,100
What s the best novel you ve read recently? Swap book recommendations in our online book group FT Books Cafe   HTTPS_URL,2,23,134
What s the best novel you ve read this year? Our favourite authors of 2019 include  user user  HTTPS_URL,2,21,136
What s the Best Social Security Strategy for Me?,2,9,48
When business journalists become the product,2,6,44
"When God Appears in Contracts, That s  Force Majeure",2,10,54
"When God Appears in Contracts, That s  Force Majeure",2,10,53
"When in Rome, do as the Romans do... and recycle your plastic bottles and aluminum cans for subway commuter credits  HTTPS_URL",2,22,140
